Date,Open_^VIX,High_^VIX,Low_^VIX,Close_^VIX,Volume_^VIX,Open_QQQ,High_QQQ,Low_QQQ,Close_QQQ,Volume_QQQ,Open_SOXL,High_SOXL,Low_SOXL,Close_SOXL,Volume_SOXL,Open_SMH,High_SMH,Low_SMH,Close_SMH,Volume_SMH,Open_SOXX,High_SOXX,Low_SOXX,Close_SOXX,Volume_SOXX
2022-01-25,32.290000915527344,35.849998474121094,29.1299991607666,31.15999984741211,0,338.03904116012035,342.290476850048,333.17325593202776,336.5178527832031,124398400,40.53502693497263,42.06831066608036,38.21569036393457,39.001739501953125,40326300,130.438787271556,132.04829370962182,128.20497082888264,128.92193603515625,16935400,150.01102661415416,151.85657643824317,147.36992677641857,148.22344970703125,10710300
2022-01-26,29.350000381469727,33.040000915527344,26.899999618530273,31.959999084472656,0,344.1237217742268,347.99488320728324,332.29571355089075,335.9913635253906,146559500,42.48559987792448,45.70744050291407,38.91440241616774,40.87467956542969,46405000,132.88231655732497,136.02330537988598,128.71220758757508,130.7801971435547,20527400,152.38477314000596,156.78123401663862,148.22343281309065,150.50057983398438,8508000
2022-01-27,32.189998626708984,33.0,28.420000076293945,30.489999771118164,0,340.70104092392484,342.524479086712,331.5838203522021,332.6076965332031,95255700,42.11683245778452,42.1653534120762,34.935620165269974,35.284976959228516,50033700,132.09217965417193,132.3653227067022,124.82987283300156,125.19567108154297,22088600,151.98859903170901,152.17218973623602,143.3180812710744,143.80120849609375,8400900
2022-01-28,30.270000457763672,32.81999969482422,27.280000686645508,27.65999984741211,0,334.48961626428655,343.2557836386173,329.5361055939906,343.041259765625,108167900,35.294674893460005,37.27436065673828,32.121356046946275,37.27436065673828,43946700,125.05911158077528,127.81967091706429,121.62060643003076,127.63433074951172,21911400,143.68526691162916,146.55825805664062,139.55291308755423,146.55825805664062,7173000
2022-01-31,28.360000610351562,29.40999984741211,24.709999084472656,24.829999923706055,0,344.4065167497004,354.5963289506498,342.768320498041,354.0112609863281,94326400,37.83722165762683,43.42691962780604,37.167619857270644,43.26194763183594,39362500,128.49761159057266,134.3211212158203,127.75626579145519,134.3211212158203,14468800,147.2926022802605,154.66512847539465,146.48095207819242,154.4300079345703,7846800
2022-02-01,24.56999969482422,25.329999923706055,21.959999084472656,21.959999084472656,0,355.35691019608373,357.0731016314683,350.19863484942624,356.4197692871094,74433000,44.53321081196889,44.73700104128955,41.03965027365769,44.55261993408203,37795600,135.24293669870343,135.3453560437618,131.7897927930428,134.89663696289062,11685400,155.9406122599847,156.1918331435508,151.82758721250443,155.71514892578125,4068900
2022-02-02,21.559999465942383,22.729999542236328,20.459999084472656,22.09000015258789,0,360.554226724109,360.8857582944778,355.22041017223074,359.3158264160156,78777100,47.03693759073251,48.03648343517585,45.08636315999103,47.8812141418457,40548600,137.86204512099687,138.5351162770028,135.58921689342174,138.34002685546875,11819400,158.8619186174415,160.0504076194227,156.61698675599095,159.64779663085938,5229000
2022-02-03,22.6299991607666,25.809999465942383,22.299999237060547,24.350000381469727,0,349.6037356434528,352.91908044423076,343.68485230550283,344.7477111816406,95384800,44.23237506888293,46.386735621091056,40.90378678695904,41.36959457397461,32875300,134.92590822142765,136.83292329413038,131.6873673032508,132.20436096191406,16690600,155.63138827262873,158.20484290904034,152.11422253235335,152.70042419433594,6506400
2022-02-04,23.770000457763672,26.260000228881836,22.06999969482422,23.219999313354492,0,345.26453196869426,352.4022946173832,343.2070784765598,349.0967102050781,86318300,40.835852952109086,43.20370990999788,39.17640846780182,42.175048828125,30575600,131.65810420966392,134.05773233753177,129.97055915729214,132.92132568359375,9879200,151.98859151287436,154.89058362758027,149.93047966193976,153.57647705078125,5061300
2022-02-07,24.09000015258789,24.81999969482422,22.020000457763672,22.860000610351562,0,349.6915224478901,352.0610162014481,345.03053010727854,346.2884216308594,58198100,42.34973668568749,44.17415353529856,41.592799394661405,42.12653732299805,28382000,133.52611868268383,135.06735052312294,132.50189542750218,133.1310577392578,10319400,153.95655996979085,156.05333066370062,152.90978907714734,153.4895477294922,3501900
2022-02-08,23.09000015258789,23.479999542236328,21.31999969482422,21.440000534057617,0,345.1475106886193,351.2711574230751,344.0163874373138,350.1790466308594,64720900,41.486048583363825,45.49394156491174,41.282258355974484,45.22221755981445,33686800,132.26289246880344,136.267174800333,131.9507523605072,135.8574676513672,10124800,152.83890046998536,157.68950170909315,152.58445072459864,157.37063598632812,2941200
2022-02-09,21.270000457763672,21.299999237060547,19.93000030517578,19.959999084472656,0,354.70352139304094,357.67757401380277,353.10433798826875,357.5995788574219,55766400,46.99812267929647,49.71533735648169,45.328974881035855,49.51154708862305,35302800,137.92546318270144,140.61773313025574,136.17937774687087,140.58847045898438,20297200,159.44486388778043,162.5529753612952,157.4479390888681,162.53366088867188,5061000
2022-02-10,20.3700008392334,24.770000457763672,20.18000030517578,23.90999984741211,0,350.5691150913439,357.36558603815007,347.66332640686704,349.5062561035156,112468500,46.17325342762497,50.66636037012499,44.23238534646872,45.04754638671875,51371000,137.4718461222877,141.61269224108588,135.73552503378593,136.37933349609375,16619600,158.56879882837018,163.58043270449335,156.5718592719252,157.46725463867188,4614000
2022-02-11,24.389999389648438,30.989999771118164,23.329999923706055,27.360000610351562,0,349.5061670234097,351.10535025402766,337.1906111651373,338.41925048828125,101569100,45.183398196069156,46.24117116590431,37.28406410562358,38.37095260620117,51212800,136.56469979677192,137.5499112012179,128.5561490667094,129.37066650390625,23369800,157.73139093416185,158.87800724747055,148.38126855363777,149.4538116455078,7881900
2022-02-14,29.170000076293945,32.040000915527344,28.329999923706055,28.329999923706055,0,337.8634893549558,342.2417228430427,335.32824490789875,338.8385925292969,80254400,38.57474865057132,40.61265841927081,36.74062911835946,38.41947937011719,43218400,129.8047432049289,132.00928209767608,127.66847891637072,129.28286743164062,15577600,149.96268668222731,152.61667223759278,147.64368191537946,149.59552001953125,5697300
2022-02-15,28.09000015258789,28.09000015258789,25.329999923706055,25.700000762939453,0,344.1236252018151,347.49747346435623,343.06076643510596,347.2634582519531,55128800,40.66118180667625,44.921386026560185,40.43797875245567,44.649662017822266,39910800,132.17998384924613,136.4720107207042,131.7702915929644,136.31593322753906,12811800,152.83243354402526,158.2595635683537,152.42660852672088,157.8505096435547,4881000
2022-02-16,25.190000534057617,27.09000015258789,23.8799991607666,24.290000915527344,0,345.01105077118837,348.1996277941473,341.97846408667095,347.17578125,58947100,42.767019958483516,45.12517453688663,41.7674742662566,44.73699951171875,35357600,134.59912181349608,136.65246511236668,133.26274366480925,136.2866668701172,10021000,155.91164776631572,158.48831718581226,154.53311001752877,157.90213012695312,2713200
2022-02-17,24.829999923706055,28.3700008392334,24.760000228881836,28.110000610351562,0,343.9579386273967,344.6600142143402,336.43013973986564,336.8494567871094,61801400,42.815538601269296,43.077556173835156,39.46754122103154,39.66162872314453,41858900,134.59426363182132,134.7649724853799,130.7119284325675,130.82411193847656,15833000,155.80532096857237,156.02111229838232,151.737383114386,151.97250366210938,6003000
2022-02-18,26.65999984741211,29.709999084472656,26.3799991607666,27.75,0,337.7854761541738,338.17551145152197,330.69648716812225,333.0074768066406,80001500,39.92365925683685,40.127449534355506,36.65329729649309,38.45830535888672,46904100,131.26306543973232,131.49716682767217,127.63922715665989,129.37066650390625,17236400,152.04334800724058,152.60377732152241,148.18477352741212,150.2751007080078,5866200
2022-02-22,31.799999237060547,32.040000915527344,28.399999618530273,28.809999465942383,0,330.0626987465813,335.4745397892179,326.0257866533956,329.66290283203125,85967100,37.09969409939996,40.331241333557834,35.74108862080673,37.46846008300781,49765600,127.92698079514103,131.53618757480982,126.58572041264199,128.4829864501953,17874800,148.65180631295783,152.94519248898936,146.9898475201961,149.36038208007812,8370000
2022-02-23,28.040000915527344,31.06999969482422,27.200000762939453,31.020000457763672,0,332.82229110578334,333.6608657245649,320.9065266726525,321.21856689453125,86215400,38.88528255605515,40.078915700750585,34.576557762868376,34.8482780456543,52830600,130.58998194929828,131.58007533471556,125.44442558907754,125.79071044921875,15235800,151.09321766918154,152.6682172870817,145.33111996014227,145.80136108398438,6525600
2022-02-24,37.5,37.790000915527344,29.450000762939453,30.31999969482422,0,310.9019001294283,332.5492030316279,310.33635336792406,332.01287841796875,130614100,30.869501790751336,38.86587689168965,30.617188755045166,38.75912857055664,68362100,120.92314849499797,130.1266304821067,120.35250409334519,130.1071319580078,21510200,140.13266250822966,151.37663440460787,139.79446756532346,151.13507080078125,8669100
2022-02-25,31.68000030517578,32.0,26.93000030517578,27.59000015258789,0,332.812485851923,337.36623109514375,328.99009779954196,337.16143798828125,78842100,38.81735616089148,40.602954692368954,37.03175762941401,40.54472732543945,40949000,129.99493498408296,131.9653722727093,128.18545725098267,131.92147827148438,17731000,151.12865462264745,153.65380859375,148.98679716803804,153.65380859375,7065000
2022-02-28,32.439998626708984,33.5099983215332,28.43000030517578,30.149999618530273,0,333.98266054095194,339.8625325970894,332.8222851647606,338.16583251953125,77515500,39.011451362561374,40.98143139095997,37.41994003893765,39.79750061035156,43350600,129.96079811636397,132.10681153988628,128.26350376204678,130.78506469726562,17839800,151.6536569547042,154.07573653505568,149.64384561169442,152.71975708007812,4359300
2022-03-01,29.450000762939453,35.189998626708984,29.440000534057617,33.31999969482422,0,337.14198694828144,339.4139646851909,330.4625229762001,332.988037109375,67407000,39.57429357196307,40.07891964820371,34.304837156923405,35.49847412109375,46635000,130.3363550058616,131.22889614919512,125.40538706340762,126.65885925292969,16571000,152.10135306336804,152.98709135418736,145.56947732781006,147.18312072753906,4265700
2022-03-02,34.20000076293945,34.40999984741211,30.1200008392334,30.739999771118164,0,334.53846651383736,339.91129585280606,331.7691763862632,338.5754089355469,70609000,36.36215261117232,39.67133144266814,36.129246889927636,38.933799743652344,41485400,127.6050664554404,131.50203246013245,127.288044275994,130.80458068847656,16573600,148.4070278141546,152.92266355029076,148.0624045064528,151.86300659179688,2850600
2022-03-03,30.520000457763672,32.0099983215332,29.309999465942383,30.479999542236328,0,341.21779303888724,341.3250698452575,331.8763191899756,333.73876953125,71089400,39.44813997957405,39.661632922784335,35.73137632195686,36.43979263305664,45902800,131.21425779207468,131.26303386428603,127.19535949923247,127.98548126220703,16515200,152.79057530536306,152.8356768074354,147.77249873448372,148.67755126953125,4177800
2022-03-04,31.899999618530273,34.650001525878906,31.469999313354492,31.979999542236328,0,331.37899156923453,332.81239413329826,326.5815015949102,328.9022216796875,76936300,35.54698885089787,36.31362869028058,32.37367008417426,33.741981506347656,46799000,126.59058328916157,127.57092742560722,123.05454075249428,124.54212188720703,16157600,147.22817741844068,148.5261836769165,143.10228176821,144.73202514648438,4443300
2022-03-07,35.880001068115234,36.54999923706055,32.59000015258789,36.45000076293945,0,328.89258994129545,330.0529652120573,316.56727033709245,316.77203369140625,89933800,33.7905104780133,34.54744778862983,28.62780206312189,28.70543670654297,50665800,124.7177038003871,125.61511965896351,118.27964831028594,118.34305572509766,17728600,145.16363647236736,146.19752110742925,137.44325780757316,137.4722442626953,5869200
2022-03-08,36.189998626708984,37.52000045776367,32.779998779296875,35.130001068115234,0,315.9821759585055,324.9141247255901,311.9745161422242,315.29962158203125,116153900,28.79277911100347,33.324706320283624,27.63796204221373,30.238725662231445,68456500,118.5283938000302,124.45919730893246,116.88473521254164,120.1281509399414,25880800,138.40954476928917,145.2248576200214,136.10019659153346,140.10693359375,7909500
2022-03-09,33.7400016784668,34.119998931884766,31.389999389648438,32.45000076293945,0,323.49048595183797,328.0052185200381,320.89670787410046,326.6498107910156,64723400,33.111202186463515,34.60567121570238,32.092247376313885,33.897254943847656,46482400,124.3128830556312,126.17601909874921,122.73750652424567,125.34687042236328,13344800,144.82219656610172,147.07999914082885,143.173124163463,145.9784698486328,4699800
2022-03-10,33.029998779296875,34.029998779296875,30.229999542236328,30.229999542236328,0,322.58365182906795,324.23157863844796,318.57596215253807,323.0224304199219,69362700,32.09225206942527,32.218409525903915,29.889366446185782,31.781713485717773,43831500,123.02039028201183,123.2008558159771,120.32323839836742,122.63508605957031,14997800,143.39539197614408,143.53711009030243,140.17131962291566,142.98312377929688,4805700
2022-03-11,30.43000030517578,31.040000915527344,28.84000015258789,30.75,0,325.99655505056467,326.30859526054553,315.8359651767801,316.3235168457031,66228400,33.150024733220754,33.40233594012711,29.598236501158237,29.78261947631836,34118300,124.46407813859184,124.70306157146516,119.76722611170023,119.87940216064453,14765200,145.05737718532544,145.32469840809392,139.6302447506142,139.91368103027344,6524400
2022-03-14,31.030000686645508,33.18000030517578,30.059999465942383,31.770000457763672,0,315.0850687060095,318.45891709171076,309.54649025320623,310.2485656738281,79802600,29.12272593813587,29.937890684728107,26.492848711379565,27.084814071655273,49351500,119.76235428322009,120.39152402883907,115.74833004448627,116.41651916503906,23371400,139.49492661954014,140.21961740797423,134.74739988866904,135.38511657714844,5683800
2022-03-15,33.130001068115234,33.83000183105469,29.56999969482422,29.829999923706055,0,312.8911429753278,320.7602335296496,311.2822285265704,319.9801330566406,76471000,27.60884913098514,30.78216702961078,27.18185763585048,30.57837677001953,42082900,117.5041512989538,121.62060211821326,116.63111608595182,121.2938232421875,20833800,136.74111642008467,141.9427846784282,135.8843793858393,141.60781860351562,3980400
2022-03-16,29.020000457763672,29.799999237060547,26.290000915527344,26.670000076293945,0,323.8999925268803,331.96408402052276,320.2238349911739,331.8470764160156,105243000,32.06314004388907,35.32379885539127,31.112115174186243,35.22675323486328,55754000,123.48374502109411,127.71724700927734,122.35221284262002,127.71724700927734,23147400,144.01053632354987,148.92233891059252,142.44843796220673,148.89979553222656,4868700
2022-03-17,26.510000228881836,27.469999313354492,25.25,25.670000076293945,0,329.94570914842143,335.9230973250604,328.64883481240923,335.8645935058594,67810000,34.20779780886684,35.906057274555266,33.305293910948045,35.85753631591797,37147500,126.45402785691218,128.5171356201172,125.4054090440966,128.5171356201172,13429200,147.2120792327626,149.8177490234375,146.07512027165205,149.8177490234375,4133100
2022-03-18,26.360000610351562,26.81999969482422,23.850000381469727,23.8700008392334,0,334.2069499597735,343.0316541169385,333.0465744631322,342.7391052246094,85446300,35.527585802148295,38.4971111778612,34.54744548646813,38.01189422607422,39797700,127.4294764487565,131.70200488699658,126.94662750873076,131.2923126220703,16140400,148.7742015105615,153.36068132205506,147.85303380718744,152.74227905273438,5004600
2022-03-21,25.139999389648438,25.360000610351562,22.989999771118164,23.530000686645508,0,341.9032843546097,344.12926677549336,337.3927135857114,341.7861022949219,73799100,37.55579059986056,38.788242029142566,35.78960129538684,37.846920013427734,38312100,130.91677178126483,131.96539053618838,128.67807321839086,130.98504638671875,13897200,152.152849062233,153.68920472745424,149.71466973916196,152.43951416015625,4801500
2022-03-22,24.020000457763672,24.020000457763672,22.700000762939453,22.940000534057617,0,342.28409166555474,349.3721029438772,341.9033467344685,348.503173828125,63345900,37.649883097434774,39.81433837175581,37.49458597424595,38.426368713378906,34654100,130.9996703488252,133.34078813028913,130.67776609571007,131.88734436035156,11647200,152.1625427134458,155.09673578693938,152.01116736089963,153.2834014892578,2886600
2022-03-23,23.040000915527344,24.030000686645508,22.639999389648438,23.56999969482422,0,345.62312704598634,349.1866486114836,343.43617482548126,343.4947509765625,70615500,37.37812489384692,38.81462847031798,35.514558690711915,35.61161804199219,38313200,130.6143671024419,132.25315114354217,128.51224750203326,128.5902862548828,15411000,151.88230793036888,153.74074358246878,149.37971248485502,149.4215850830078,3530400
2022-03-24,23.610000610351562,23.790000915527344,21.489999771118164,21.670000076293945,0,345.4180431013783,351.17828888337755,343.2604089859963,351.12945556640625,53555300,36.708396924620665,41.00819097249946,36.20368028372694,40.8528938293457,44687200,130.1315046366529,134.86736839595926,129.34626488492364,134.84786987304688,16911600,150.96242901913425,157.08714345938793,150.342858280905,156.9645233154297,5002500
2022-03-25,21.8700008392334,22.860000610351562,20.799999237060547,20.809999465942383,0,351.07085241234205,352.1252825250059,346.53102277977075,350.8365478515625,57584200,40.833479666734796,41.124661336223966,38.581669325574026,40.77524185180664,36316000,134.6625344485088,134.85762387507089,132.12146006137948,134.28697204589844,11023600,156.79027546920784,157.21621834834926,154.01187525437058,156.60955810546875,3103200
2022-03-28,22.139999389648438,23.329999923706055,19.540000915527344,19.6299991607666,0,350.8267545724076,356.3624378514923,349.5868532851872,356.2648010253906,56833900,39.98905706959922,41.55173680496836,38.16431268582257,41.454673767089844,35741000,133.3066446632623,135.3258433265689,131.72151886366552,135.26243591308594,13225200,155.67056155932354,157.82615661621094,153.4278428060296,157.82615661621094,2735700
2022-03-29,19.700000762939453,19.729999542236328,18.670000076293945,18.899999618530273,0,360.1603016882618,363.0208792526786,357.3875883383796,362.39605712890625,68073000,43.52206668619595,44.647971916866055,41.84291514319685,44.240318298339844,40148500,137.74985906045217,138.7204538457716,135.74529184875317,138.3205108642578,14346000,160.3431663908251,161.69847308449428,158.18433639569733,161.44354248046875,3093600
2022-03-30,19.3799991607666,20.510000228881836,18.719999313354492,19.329999923706055,0,360.53127640062945,362.19101311240286,356.90917945750704,358.3931579589844,68757700,43.39588737128376,43.871486970610746,39.484337903292065,40.1346435546875,38435700,137.52063365941237,137.86205132573969,133.54562883982456,134.30648803710938,14507800,160.1947301110236,160.76267379873522,155.45112699502886,156.28045654296875,3269100
2022-03-31,19.68000030517578,21.479999542236328,19.540000915527344,20.559999465942383,0,358.5395911849786,358.8910778040132,353.1113172914535,353.9509582519531,67011400,40.04729429734395,40.61024885299461,37.290766751490125,37.64018630981445,38547400,134.0041027188685,134.97956479507502,131.2679387396069,131.5849609375,15526600,156.16424196092373,156.85802584303258,152.3145073294634,152.7243194580078,3369300
2022-04-01,20.6200008392334,20.860000610351562,19.40999984741211,19.6299991607666,0,354.214622450109,354.9956576364543,350.094597783785,353.2773742675781,54527800,37.92165488292073,38.17401504048326,33.602448471888195,35.223365783691406,57428500,132.07268057185203,132.55064742192656,127.58554945499323,129.4535675048828,15470000,153.3697234026497,153.72790836054267,147.52896579229676,149.76524353027344,5391900
2022-04-04,20.75,20.780000686645508,18.450000762939453,18.56999969482422,0,354.11688069318865,360.5605233525953,353.8532880996696,360.5507507324219,45950200,35.50485116804085,37.096648087955515,35.10689823548559,36.84428787231445,28200500,129.77546842906352,131.77030147868018,129.36090895302286,131.58982849121094,11604400,150.1557288269153,152.41134312418998,149.5910054213382,152.1983642578125,2705100
2022-04-05,18.790000915527344,21.56999969482422,18.549999237060547,21.030000686645508,0,359.0960974404359,359.8088135112853,351.40278018421105,352.5450744628906,62738700,35.99985654239052,36.145449246369076,31.573882031842388,31.913597106933594,57649600,130.67777019729274,130.75580894756118,125.55172723644907,125.91264343261719,22220400,150.95276316528518,151.08185334854932,144.80546175369076,145.19268798828125,4054800
2022-04-06,21.270000457763672,24.780000686645508,21.239999771118164,22.100000381469727,0,347.22417031875244,348.3274038759697,342.25476279539964,344.89080810546875,90077100,29.943257605319754,31.156515771660015,28.69117237850935,29.613250732421875,69146900,123.27889638973875,125.29810262055804,121.9083733425406,123.30816650390625,22542800,141.98514364586714,144.15363449243685,140.37167123647836,141.58177185058594,4836900
2022-04-07,21.969999313354492,23.81999969482422,21.1200008392334,21.549999237060547,0,343.89492700063744,347.9075707846357,340.42904343612844,345.71087646484375,63777400,29.36089242660068,30.496503877152122,27.817625536074672,29.613250732421875,55657300,122.76677193995053,124.48357968277429,121.01093738230765,123.3276596069336,15147000,141.3881802355037,143.162989815862,138.9227918914291,141.89158630371094,3511800
2022-04-08,21.25,22.34000015258789,20.280000686645508,21.15999984741211,0,343.97311628580826,344.72486331984715,340.24360959805165,340.8782043457031,61956100,28.982356113286162,29.07941543440212,27.32261543391537,27.4585018157959,71608900,122.63509172911377,122.63509172911377,120.18667986761113,120.39640808105469,13651000,140.7137091643029,140.76533637565117,138.148302069925,138.37095642089844,4500300
2022-04-11,23.09000015258789,24.420000076293945,22.09000015258789,24.3700008392334,0,336.64107915742187,337.55881193351934,332.47225075995476,332.81396484375,66107400,26.24524029255476,26.895545852620177,25.565813975754306,25.71140480041504,60558200,118.64543986015431,119.34289905702953,117.5139078150558,117.68949127197266,15627800,136.32512966610977,137.46745778828188,135.21506302196516,135.528076171875,4291800
2022-04-12,24.940000534057617,25.3799991607666,22.270000457763672,24.260000228881836,0,337.5684948177708,339.4527633976289,330.0313907037623,331.4079895019531,72790200,27.215849333485725,27.99233499653314,25.099923587571705,25.468753814697266,66793200,120.04522846906912,121.01093372549803,116.67013098108873,117.05543518066406,21096800,138.39356286030392,139.41650561119346,134.40829607673,135.11500549316406,5894700
2022-04-13,23.520000457763672,24.450000762939453,21.3700008392334,21.81999969482422,0,331.7496912550013,339.1989315583572,331.02723233621174,338.14453125,61367800,25.983181609830485,27.70115854509866,25.536700881148676,27.206148147583008,50484000,118.17722776100413,120.81585436815443,117.43587452599841,119.83551025390625,16482800,135.98948602706483,138.9776309174352,135.15049574915233,138.0224609375,3309000
2022-04-14,21.719999313354492,22.700000762939453,20.850000381469727,22.700000762939453,0,338.23244444453246,338.74988694947103,330.19741178636843,330.4122009277344,73519400,27.710859475932015,27.77880359546754,24.789330833559077,24.85727310180664,51193200,120.45492497302921,120.57685772232837,116.15313400550632,116.1872787475586,15282000,138.9227376954206,138.9550139309301,134.03070918519035,134.20497131347656,5903400
2022-04-18,24.520000457763672,24.600000381469727,21.979999542236328,22.170000076293945,0,329.35779586148965,332.96037789450185,327.8347564420385,330.6660461425781,58560600,24.517560737350788,26.85672610158436,24.420499557452658,26.1870059967041,49251700,115.69954882375885,119.17219117451718,115.63614141203601,118.1772232055664,14243000,133.533781365454,137.73526164237023,133.36920946558118,136.52838134765625,3630300
